epoch,accuracy,loss,val_accuracy,val_loss
0,0.5444444417953491,0.8627030849456787,0.3684210479259491,0.8633604645729065
1,0.6555555462837219,0.6920222640037537,0.6315789222717285,0.6933473348617554
2,0.4333333373069763,0.7056499719619751,0.7894737124443054,0.6841936707496643
3,0.5888888835906982,0.6815423965454102,0.5789473652839661,0.6624214053153992
4,0.7333333492279053,0.6470210552215576,0.5789473652839661,0.6215684413909912
5,0.7333333492279053,0.5996726751327515,0.5789473652839661,0.5943913459777832
6,0.7333333492279053,0.5587586164474487,0.5789473652839661,0.5905380845069885
7,0.7333333492279053,0.5353953242301941,0.5789473652839661,0.6059097051620483
8,0.7333333492279053,0.5329700112342834,0.5789473652839661,0.6233909726142883
9,0.7444444298744202,0.5237914323806763,0.5789473652839661,0.6230683326721191
10,0.7555555701255798,0.5021310448646545,0.5789473652839661,0.5952519178390503
11,0.7555555701255798,0.49149855971336365,0.5789473652839661,0.5700103044509888
12,0.7555555701255798,0.4704420268535614,0.5789473652839661,0.6012439727783203
13,0.7555555701255798,0.45591217279434204,0.5789473652839661,0.6161758303642273
14,0.7555555701255798,0.4362754821777344,0.5789473652839661,0.6350691914558411
15,0.7555555701255798,0.4020518958568573,0.5789473652839661,0.6293119788169861
16,0.7555555701255798,0.3943673074245453,0.6315789222717285,0.5393067002296448
17,0.7888888716697693,0.36389514803886414,0.7894737124443054,0.4593772292137146
18,0.8222222328186035,0.34047505259513855,0.5789473652839661,0.9941102862358093
19,0.7888888716697693,0.39300215244293213,0.6842105388641357,0.6289178133010864
20,0.8666666746139526,0.3437252640724182,0.8421052694320679,0.3995618522167206
21,0.8777777552604675,0.35411250591278076,0.8421052694320679,0.5920098423957825
22,0.855555534362793,0.349325567483902,0.6315789222717285,0.7523007392883301
23,0.855555534362793,0.30862581729888916,0.8421052694320679,0.5091196894645691
24,0.8777777552604675,0.25817859172821045,0.6842105388641357,0.8735213875770569
25,0.8333333134651184,0.25827834010124207,0.6842105388641357,0.9650430083274841
