epoch,accuracy,loss,val_accuracy,val_loss
0,0.38738739490509033,1.06022310256958,0.5652173757553101,0.6799203753471375
1,0.477477490901947,0.7098976373672485,0.5652173757553101,0.6838391423225403
2,0.4864864945411682,0.6920357346534729,0.739130437374115,0.658073902130127
3,0.684684693813324,0.66965252161026,0.695652186870575,0.6332261562347412
4,0.7027027010917664,0.6223170161247253,0.8260869383811951,0.5498487949371338
5,0.9369369149208069,0.5413718223571777,0.9130434989929199,0.4460718333721161
6,0.8288288116455078,0.4698585271835327,0.95652174949646,0.33202284574508667
7,0.9639639854431152,0.3337695598602295,0.95652174949646,0.22252950072288513
8,0.9639639854431152,0.23600831627845764,0.95652174949646,0.17410965263843536
9,0.954954981803894,0.19423998892307281,0.95652174949646,0.10402785986661911
10,0.954954981803894,0.16739438474178314,0.95652174949646,0.08891356736421585
11,0.954954981803894,0.13308322429656982,0.9130434989929199,0.08465423434972763
12,0.9729729890823364,0.13661034405231476,0.95652174949646,0.10111543536186218
13,0.9729729890823364,0.12549279630184174,0.95652174949646,0.08538898080587387
14,0.9729729890823364,0.12900550663471222,0.95652174949646,0.11591515690088272
15,0.9729729890823364,0.12490161508321762,0.95652174949646,0.11734843999147415
16,0.9729729890823364,0.1287560611963272,0.95652174949646,0.09067844599485397
